15.7902597926,14.9210243032
13.6396187673,15.3299552128
14.8658994256,16.4738651394
13.5846760525,13.9893061065
13.4640416654,15.6353301124
12.9488883805,16.1400682822
15.3108415537,15.174801366
13.897952409,15.4316946889
11.9209652483,14.3057993712
14.8593411857,14.9006647394
13.6350126849,14.5620582986
15.7598174091,15.1334040926
15.2219650021,14.1849104415
12.1056411142,13.4265382156
14.8084888949,13.8707572462
15.3613588678,15.990149169
12.729144418,15.8265107035
15.3853378856,15.2103641585
13.8181053393,14.2993391517
15.3788487973,15.9022851351
14.1123215304,15.3161672892
12.8241524054,13.6971991963
14.583546829,14.9967518094
14.2948367023,15.846517955
13.5112881012,15.5909426984
13.7143328444,15.3548438182
12.8578846673,14.002391339
14.5699800764,14.2243203482
15.5904956894,15.7214353271
13.099994302,15.0900634991
14.6146146536,14.8549452483
13.9275155748,16.0942091321
13.289686512,15.4217793491
14.3283750962,15.0110480059
12.9936907211,15.0292230315
13.217331623,15.0207641145
13.7287405185,14.0364126159
12.5966794596,13.4656784977
14.0308213433,16.3108664626
14.0607492746,15.3297127446
15.2696597868,15.5767709095
15.8819742254,15.4617148699
15.0718042538,14.4157077911
13.9847516902,15.4719145746
14.1618022626,14.8151129394
14.6868116525,14.4135601975
14.1191232604,16.7663159448
14.3195071502,15.3806091689
13.3091339239,15.0432628541
13.5517258113,14.0184177595
15.1713220757,16.0140050692
14.2806667075,14.9944954062
13.3365087131,15.0416317792
14.3768583206,15.6787516859
14.3256892757,16.4696418889
14.6249006101,14.2341492588
14.1692463537,14.1067262942
12.9720825076,15.4892924749
12.3737596871,14.8811627493
15.1544580796,15.0582492043
14.0932331435,14.771537928
12.5948782418,15.0396406487
13.6153182492,14.7214319364
12.6703163969,15.9864026125
14.7038438329,15.887816454
15.2784321043,13.8933088895
13.2713043479,14.5071827256
14.1366539697,14.7804149367
15.294299086,16.5067762446
14.6696551742,15.3534479164
14.0310698031,13.7296563389
13.7741365098,14.7603855729
14.5521032229,16.6440056842
13.8856827273,14.799893524
14.4342510904,14.3389236357
13.3858349627,15.0647588963
13.8262592561,16.4491214493
15.2055507099,15.7606715234
12.3713505461,13.2148530464
14.5498529068,16.1159857088
13.1046892602,16.5620539247
14.2203733972,15.8306925105
13.804573964,15.9034700104
15.1852697687,14.954108428
13.8593408883,14.4071780128
14.810492018,14.4686805283
12.7991686014,14.0473281167
13.6966888432,14.2866963543
13.3206794977,15.4925085348
14.0886782905,14.932699351
13.7674964345,15.9129414346
12.4985835916,14.6875020629
13.3553782868,14.7376166193
14.5672434842,13.748801015
13.5531082833,13.9064802711
15.1125179134,16.2861818291
13.0464066368,14.8164615638
14.7450251417,15.3158623872
13.13972747,14.9298155294
14.350810001,14.2632820267
13.1345151866,14.6557228603
13.87452281,14.3273369011
14.7657687591,14.6395761511
13.6194523675,15.4520421622
13.5419868327,15.7752129642
14.8815903333,16.0322031834
14.7499690076,16.6060652437
14.0748595015,14.9937823775
12.7844932422,13.7919080971
13.6132730544,14.8037245879
14.2190347603,14.4838231868
15.5859244005,15.2078328909
11.8487723604,14.3774066987
15.142949296,15.2641620175
14.6081761054,16.807930756
15.7282897609,14.9334166271
14.5512715242,15.6350575814
13.6451406333,14.4663030763
15.187985412,14.9420464305
13.9000606003,14.6683721273
13.0224818545,14.9435763013
15.1468669824,13.864335487
14.1354310554,15.1352297542
13.7335980044,14.2811597862
13.7743285126,14.4248106905
13.1141336833,15.5302540291
15.1506688565,16.9932346297
12.2805902108,12.7568540442
14.6988570956,14.7323932382
14.5534004239,15.3783019388
14.2735588083,15.1860260277
14.7017150478,15.8630952415
12.25143392,14.4036030613
14.7487832425,14.4798395404
13.4630937752,15.0527406055
14.7633366551,14.1475583469
11.6223673806,13.6230973715
14.5505346465,16.2180731183
11.8416083074,13.7213548674
13.6940533726,15.81486434
14.8525123115,16.0106633962
14.7561269961,15.5163156648
13.526870523,15.487142466
14.618948758,15.4065786681
13.3664753649,15.3587889573
13.8704418148,15.5204233458
14.4877060463,13.9706978563
14.6461141056,15.7433494787
13.3434152702,13.578084775
13.7750871603,15.437392773
12.2986661712,15.2220376316
13.8572484083,14.8105268486
13.7148530688,13.8497775174
15.3918526533,14.1352699352
14.1234774505,15.7145602452
14.4991751912,13.5940499735
14.0703211665,15.2540849719
14.225213191,14.5931329282
13.3995225125,14.6004969859
14.4748679711,14.8146035123
13.6006724097,14.6092699305
14.3237231732,16.6350887315
15.5973715383,16.4521499598
14.5819857352,16.1785231862
14.4355365499,15.9104605091
13.2362816737,14.5202732699
15.3463441445,14.7394067817
13.9383011151,15.44490569
13.195175437,12.4675432948
13.3207985284,16.2237187711
15.0339284153,15.67469081
15.0119164546,16.1685808774
15.1062545574,15.9622572677
13.095376816,14.2522902072
13.2922873275,13.1223168497
13.7043060594,15.5332152543
13.2457956009,13.2219220698
13.4871845308,14.1321233359
13.171539062,14.8298743453
13.4471391734,14.6628098964
14.1104821827,14.9866246379
14.1840562991,16.7690866348
12.1376679045,13.8901141754
13.9506338209,15.9254264881
13.3370369795,15.098103066
14.106804301,15.9782755423
14.8808117165,15.4543053767
14.3638781672,14.0567913345
12.5780172382,14.070326259
13.4160470157,15.0982474975
12.295146548,14.15596603
13.9708646403,14.6312856912
12.9627560608,11.8653333926
14.1215754482,15.7385904693
13.3423173139,14.3819611399
13.7088735724,15.3650080219
12.7075855492,14.9325993284
13.6086464398,15.2245030267
13.4022983099,15.8476381449
15.1574345224,16.4628811875
14.6770433562,16.0101435771
15.1681370259,13.5638098559
14.7496291845,14.6669391201
15.2446425248,16.2901634786
13.6357445218,15.179165034
13.0076697144,13.9424533648
15.3419381417,16.0350145264
13.3631085876,14.9171166294
14.911481799,14.8453795836
14.3544371985,15.4477453072
14.5992764205,14.8412951244
15.326171814,15.8543353671
13.3580279608,15.54722498
12.3782142289,14.2563201159
14.4491369693,14.4532671774
12.9859622423,16.4855846774
12.2544180596,13.6995404843
13.7849534387,15.4404328314
15.5351901445,15.7765012264
12.7143175967,15.8338626048
13.8436508674,14.524977476
14.014137743,15.0580024006
12.751165324,15.7576087857
14.5392177218,14.9135017876
12.5286707517,13.5524341043
14.822305571,15.4093908675
13.3517244772,14.991423909
13.1039115663,15.2123209464
13.1646233096,16.1477798036
14.5292681145,14.9019906499
13.9018628674,13.8393493924
14.9896826676,15.336902862
13.5802135349,15.5949715711
14.1210423872,13.8207071304
12.9693767048,14.222152069
17.0701340935,14.5399790842
15.3870598797,16.7187576746
14.1621504998,15.4061875065
13.9477246069,16.3470402383
14.6798040278,16.3031241402
14.4718204898,15.15400447
13.3644475133,13.0405206611
12.0265872456,14.2772893554
14.6904221803,14.9719097656
13.2156037173,15.0570869139
14.9390992586,16.8560862198
15.604995078,18.9578289131
13.0315649481,16.7117744242
15.0073726289,16.6839517342
14.5202363607,14.5260520849
14.8500749587,14.1930487457
14.5942120383,14.3651834791
15.7870701333,16.2010084963
13.922269556,14.377180657
14.9596456233,16.6961270971
14.5267587306,14.6156012223
11.7780387787,14.7307442432
12.8564908768,14.0037292932
13.0159031796,14.9990884308
15.1510128398,15.8734440162
14.1914605418,14.6704081381
12.1839060008,13.1917014587
13.7922683678,14.1481475916
13.6888161727,15.9572057335
13.8350006103,15.2433925084
14.7421798373,14.5244275151
12.9430382537,15.4648031482
13.654963379,13.977615155
15.5949836259,15.0460409151
13.7700838307,15.372458644
16.2201816309,14.392839537
13.556078018,13.8329753277
14.7122053593,15.1664136171
14.27820667,15.5510306269
13.2275589304,13.6972415201
13.1713323533,13.0437971821
15.2200624726,15.7001375128
13.0806665093,14.4721084959
13.6824970818,14.2420617355
12.7717520929,14.8710040032
14.8657024062,15.4982774276
15.1460730911,16.2956481195
13.0320983556,14.3741400988
